locus_tag	ftype	length_bp	gene	EC_number	COG	product
H37Rv_00025	gene	468	fhaB			
H37Rv_00025	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
H37Rv_00026	gene	1566	fhaA			
H37Rv_00026	CDS	1566	fhaA		COG1716	FHA domain-containing protein FhaA
H37Rv_00027	gene	85				
H37Rv_00027	tRNA	85				tRNA-Leu(cag)
H37Rv_00028	gene	270				
H37Rv_00028	CDS	270				hypothetical protein
H37Rv_00029	gene	969	IMPDH			
H37Rv_00029	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
H37Rv_00030	gene	420	whiB5			
H37Rv_00030	CDS	420	whiB5			Transcriptional regulator WhiB5
H37Rv_00031	gene	771				
H37Rv_00031	CDS	771			COG1396	putative HTH-type transcriptional regulator
H37Rv_00032	gene	834				
H37Rv_00032	CDS	834				hypothetical protein
H37Rv_00033	gene	363				
H37Rv_00033	CDS	363				putative protein
H37Rv_00034	gene	1434				
H37Rv_00034	CDS	1434				hypothetical protein
H37Rv_00035	gene	318				
H37Rv_00035	CDS	318				hypothetical protein
H37Rv_00036	gene	306				
H37Rv_00036	CDS	306				putative protein
H37Rv_00037	gene	144				
H37Rv_00037	CDS	144				putative proteinA
H37Rv_00038	gene	876				
H37Rv_00038	CDS	876				hypothetical protein
H37Rv_00039	gene	330				
H37Rv_00039	CDS	330				putative protein
H37Rv_00040	gene	2316	bioF2			
H37Rv_00040	CDS	2316	bioF2	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
H37Rv_00041	gene	264	acpP			
H37Rv_00041	CDS	264	acpP			Acyl carrier protein
H37Rv_00042	gene	396				
H37Rv_00042	CDS	396			COG3631	putative protein
H37Rv_00043	gene	1689	menE_1			
H37Rv_00043	CDS	1689	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
H37Rv_00044	gene	774				
H37Rv_00044	CDS	774				putative protein
H37Rv_00045	gene	1311				
H37Rv_00045	CDS	1311			COG0477	putative MFS-type transporter
H37Rv_00046	gene	633				
H37Rv_00046	CDS	633				hypothetical protein
H37Rv_00047	gene	348				
H37Rv_00047	CDS	348				hypothetical protein
H37Rv_00048	gene	933				
H37Rv_00048	CDS	933				Proline-rich 28 kDa antigen
H37Rv_00049	gene	2877	leuS			
H37Rv_00049	CDS	2877	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
H37Rv_00050	gene	627				
H37Rv_00050	CDS	627				hypothetical protein
H37Rv_00051	gene	735				
H37Rv_00051	CDS	735			COG1802	putative HTH-type transcriptional regulator
H37Rv_00052	gene	795	rutA			
H37Rv_00052	CDS	795	rutA	1.14.99.46		Pyrimidine monooxygenase RutA
H37Rv_00053	gene	897				
H37Rv_00053	CDS	897		3.5.1.29		2-(acetamidomethylene)succinate hydrolase
H37Rv_00054	gene	1104	ino1			
H37Rv_00054	CDS	1104	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
H37Rv_00055	gene	543				
H37Rv_00055	CDS	543				hypothetical protein
H37Rv_00056	gene	870				
H37Rv_00056	CDS	870				putative protein
H37Rv_00057	gene	414				
H37Rv_00057	CDS	414				putative protein
H37Rv_00058	gene	2469	ponA1			
H37Rv_00058	CDS	2469	ponA1		COG0744	Penicillin-binding protein 1A
H37Rv_00059	gene	1683				
H37Rv_00059	CDS	1683				hypothetical protein
H37Rv_00060	gene	639	inhA_1			
H37Rv_00060	CDS	639	inhA_1	4.2.1.103		Isonitrile hydratase
H37Rv_00061	gene	291	rpsF			
H37Rv_00061	CDS	291	rpsF		COG0360	30S ribosomal protein S6
H37Rv_00062	gene	495	ssb			
H37Rv_00062	CDS	495	ssb		COG0629	Single-stranded DNA-binding protein
H37Rv_00063	gene	255	rpsR1_1			
H37Rv_00063	CDS	255	rpsR1_1		COG0238	30S ribosomal protein S18 1
H37Rv_00064	gene	459	rplI			
H37Rv_00064	CDS	459	rplI		COG0359	50S ribosomal protein L9
H37Rv_00065	gene	522				
H37Rv_00065	CDS	522				hypothetical protein
H37Rv_00066	gene	2625	dnaB			
H37Rv_00066	CDS	2625	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
H37Rv_00067	gene	693				
H37Rv_00067	CDS	693				hypothetical protein
H37Rv_00068	gene	1059				
H37Rv_00068	CDS	1059				hypothetical protein
H37Rv_00069	gene	654				
H37Rv_00069	CDS	654				hypothetical protein
H37Rv_00070	gene	1014	cenA			
H37Rv_00070	CDS	1014	cenA	3.2.1.4	COG5297	Endoglucanase A
H37Rv_00071	gene	1440	yvdP			
H37Rv_00071	CDS	1440	yvdP	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
H37Rv_00072	gene	156				
H37Rv_00072	CDS	156				hypothetical protein
H37Rv_00073	gene	2940				
H37Rv_00073	CDS	2940				hypothetical protein
H37Rv_00074	gene	240				
H37Rv_00074	CDS	240				hypothetical protein
H37Rv_00075	gene	402	vapC9_1			
H37Rv_00075	CDS	402	vapC9_1	3.1.-.-	COG4113	Ribonuclease VapC9
H37Rv_00076	gene	2238	icd2			
H37Rv_00076	CDS	2238	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
H37Rv_00077	gene	570				
H37Rv_00077	CDS	570				hypothetical protein
H37Rv_00078	gene	912				
H37Rv_00078	CDS	912				hypothetical protein
H37Rv_00079	gene	1386	sdaA			
H37Rv_00079	CDS	1386	sdaA	4.3.1.17	COG1760	L-serine dehydratase
H37Rv_00080	gene	1278	glyA2			
H37Rv_00080	CDS	1278	glyA2	2.1.2.1	COG0112	Serine hydroxymethyltransferase 2
H37Rv_00081	gene	717				
H37Rv_00081	CDS	717				hypothetical protein
H37Rv_00082	gene	1050				
H37Rv_00082	CDS	1050			COG0577	putative ABC transporter permease
H37Rv_00083	gene	843				
H37Rv_00083	CDS	843			COG0664	putative ABC transporter ATP-binding protein
H37Rv_00084	gene	231				
H37Rv_00084	CDS	231				hypothetical protein
H37Rv_00085	gene	1236	hutI_1			
H37Rv_00085	CDS	1236	hutI_1	3.5.2.7		Imidazolonepropionase
H37Rv_00086	gene	1173	metC			
H37Rv_00086	CDS	1173	metC	4.4.1.13	COG1168	Cystathionine beta-lyase
H37Rv_00087	gene	390				
H37Rv_00087	CDS	390				hypothetical protein
H37Rv_00088	gene	831	oleB			
H37Rv_00088	CDS	831	oleB	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
H37Rv_00089	gene	606	tetC			
H37Rv_00089	CDS	606	tetC			Transposon Tn10 TetC protein
H37Rv_00090	gene	594				
H37Rv_00090	CDS	594				hypothetical protein
H37Rv_00091	gene	207				
H37Rv_00091	CDS	207				hypothetical protein
H37Rv_00092	gene	822				
H37Rv_00092	CDS	822				Dormancy associated translation inhibitor
H37Rv_00093	gene	459				
H37Rv_00093	CDS	459				putative protein
H37Rv_00094	gene	345				
H37Rv_00094	CDS	345			COG0640	putative HTH-type transcriptional regulator
H37Rv_00095	gene	480	hycG			
H37Rv_00095	CDS	480	hycG		COG3260	Formate hydrogenlyase subunit 7
H37Rv_00096	gene	1929	hyfB			
H37Rv_00096	CDS	1929	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
H37Rv_00097	gene	951	hycD			
H37Rv_00097	CDS	951	hycD		COG0650	Formate hydrogenlyase subunit 4
H37Rv_00098	gene	663				
H37Rv_00098	CDS	663				hypothetical protein
H37Rv_00099	gene	1467	ndhB			
H37Rv_00099	CDS	1467	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
H37Rv_00100	gene	1476	hycE			
H37Rv_00100	CDS	1476	hycE		COG3261	Formate hydrogenlyase subunit 5
H37Rv_00101	gene	480				
H37Rv_00101	CDS	480				putative protein
H37Rv_00102	gene	594	COQ3_1			
H37Rv_00102	CDS	594	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
H37Rv_00103	gene	771				
H37Rv_00103	CDS	771			COG3305	putative protein
H37Rv_00104	gene	195				
H37Rv_00104	CDS	195				hypothetical protein
H37Rv_00105	gene	768	mtnN_1			
H37Rv_00105	CDS	768	mtnN_1	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
H37Rv_00106	gene	2286	ctpA			
H37Rv_00106	CDS	2286	ctpA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
H37Rv_00107	gene	711				
H37Rv_00107	CDS	711			COG5660	putative protein
H37Rv_00108	gene	960				
H37Rv_00108	CDS	960				putative protein
H37Rv_00109	gene	1392				
H37Rv_00109	CDS	1392				hypothetical protein
H37Rv_00110	gene	870				
H37Rv_00110	CDS	870		1.-.-.-	COG2175	Putative dioxygenase
H37Rv_00111	gene	552				
H37Rv_00111	CDS	552				putative protein
H37Rv_00112	gene	1599				
H37Rv_00112	CDS	1599		6.2.1.-	COG0318	Putative fatty-acid--CoA ligase FadD10
H37Rv_00113	gene	249				
H37Rv_00113	CDS	249				putative protein
H37Rv_00114	gene	7539	dltA			
H37Rv_00114	CDS	7539	dltA	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
H37Rv_00115	gene	1923				
H37Rv_00115	CDS	1923			COG3336	putative protein
H37Rv_00116	gene	2259	ctpB			
H37Rv_00116	CDS	2259	ctpB	3.6.3.-	COG2217	Cation-transporting P-type ATPase B
H37Rv_00117	gene	1515				
H37Rv_00117	CDS	1515				hypothetical protein
H37Rv_00118	gene	285				
H37Rv_00118	CDS	285				hypothetical protein
H37Rv_00119	gene	1197				
H37Rv_00119	CDS	1197			COG0523	putative protein
H37Rv_00120	gene	4878	ctpI_1			
H37Rv_00120	CDS	4878	ctpI_1	3.6.3.-	COG0474	putative cation-transporting ATPase I
H37Rv_00121	gene	243				
H37Rv_00121	CDS	243				hypothetical protein
H37Rv_00122	gene	1491				
H37Rv_00122	CDS	1491				hypothetical protein
H37Rv_00123	gene	750	glpG			
H37Rv_00123	CDS	750	glpG	3.4.21.105		Rhomboid protease GlpG
H37Rv_00124	gene	2058				
H37Rv_00124	CDS	2058				hypothetical protein
H37Rv_00125	gene	957	rmd			
H37Rv_00125	CDS	957	rmd	1.1.1.281		GDP-6-deoxy-D-mannose reductase
H37Rv_00126	gene	624	gmhA			
H37Rv_00126	CDS	624	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
H37Rv_00127	gene	654	hisB_1			
H37Rv_00127	CDS	654	hisB_1	3.1.3.15		Histidine biosynthesis bifunctional protein HisB
H37Rv_00128	gene	918	hddA			
H37Rv_00128	CDS	918	hddA	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
H37Rv_00129	gene	189				
H37Rv_00129	CDS	189				hypothetical protein
H37Rv_00130	gene	756	ldtA			
H37Rv_00130	CDS	756	ldtA	2.3.2.-	COG1376	L,D-transpeptidase 1
H37Rv_00131	gene	945	oxyR			
H37Rv_00131	CDS	945	oxyR			putative hydrogen peroxide-inducible genes activator
H37Rv_00132	gene	1749	oxc			
H37Rv_00132	CDS	1749	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
H37Rv_00133	gene	1629	sauT			
H37Rv_00133	CDS	1629	sauT	6.2.1.-	COG0318	putative sulfoacetate--CoA ligase
H37Rv_00134	gene	1830				
H37Rv_00134	CDS	1830			COG0480	Elongation factor G-like protein
H37Rv_00135	gene	354				
H37Rv_00135	CDS	354			COG0480	Elongation factor G-like protein
H37Rv_00136	gene	435				
H37Rv_00136	CDS	435				hypothetical protein
H37Rv_00137	gene	183				
H37Rv_00137	CDS	183				hypothetical protein
H37Rv_00138	gene	369				
H37Rv_00138	CDS	369				hypothetical protein
H37Rv_00139	gene	1617				
H37Rv_00139	CDS	1617				hypothetical protein
H37Rv_00140	gene	1068				
H37Rv_00140	CDS	1068				hypothetical protein
H37Rv_00141	gene	1806	treS			
H37Rv_00141	CDS	1806	treS	3.2.1.1	COG0366	Trehalose synthase/amylase TreS
H37Rv_00142	gene	1368	mak			
H37Rv_00142	CDS	1368	mak	2.7.1.175		Maltokinase
H37Rv_00143	gene	780				
H37Rv_00143	CDS	780				hypothetical protein
H37Rv_00144	gene	1023	fbpC			
H37Rv_00144	CDS	1023	fbpC	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85C
H37Rv_00145	gene	456				
H37Rv_00145	CDS	456		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
H37Rv_00146	gene	1344	bbsG			
H37Rv_00146	CDS	1344	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
H37Rv_00147	gene	1083	fgd2			
H37Rv_00147	CDS	1083	fgd2	1.1.98.-	COG2141	F420-dependent hydroxymycolic acid dehydrogenase
H37Rv_00148	gene	606				
H37Rv_00148	CDS	606				hypothetical protein
H37Rv_00149	gene	393	ephB_1			
H37Rv_00149	CDS	393	ephB_1	3.3.2.10		Epoxide hydrolase B
H37Rv_00150	gene	249				
H37Rv_00150	CDS	249				hypothetical protein
H37Rv_00151	gene	162				
H37Rv_00151	CDS	162				hypothetical protein
H37Rv_00152	gene	606				
H37Rv_00152	CDS	606				hypothetical protein
H37Rv_00153	gene	1326				
H37Rv_00153	CDS	1326		1.14.-.-	COG2124	Putative cytochrome P450 138
H37Rv_00154	gene	549	msrA			
H37Rv_00154	CDS	549	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
H37Rv_00155	gene	504				
H37Rv_00155	CDS	504				hypothetical protein
H37Rv_00156	gene	1023	auaH			
H37Rv_00156	CDS	1023	auaH	1.1.1.394		Aurachin B dehydrogenase
H37Rv_00157	gene	381				
H37Rv_00157	CDS	381				hypothetical protein
H37Rv_00158	gene	411				
H37Rv_00158	CDS	411				hypothetical protein
H37Rv_00159	gene	927				
H37Rv_00159	CDS	927				hypothetical protein
H37Rv_00160	gene	1479	clcB			
H37Rv_00160	CDS	1479	clcB			Voltage-gated ClC-type chloride channel ClcB
H37Rv_00161	gene	843				
H37Rv_00161	CDS	843				hypothetical protein
H37Rv_00162	gene	954				
H37Rv_00162	CDS	954		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
H37Rv_00163	gene	933				
H37Rv_00163	CDS	933		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
H37Rv_00164	gene	1473	aldH1			
H37Rv_00164	CDS	1473	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
H37Rv_00165	gene	861				
H37Rv_00165	CDS	861		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
H37Rv_00166	gene	969				
H37Rv_00166	CDS	969		1.3.1.103		2-haloacrylate reductase
H37Rv_00167	gene	288				
H37Rv_00167	CDS	288				hypothetical protein
H37Rv_00168	gene	1683				
H37Rv_00168	CDS	1683				hypothetical protein
H37Rv_00169	gene	1473				
H37Rv_00169	CDS	1473				hypothetical protein
H37Rv_00170	gene	225				
H37Rv_00170	CDS	225				putative PE-PGRS family protein PE_PGRS24
H37Rv_00171	gene	831				
H37Rv_00171	CDS	831				hypothetical protein
H37Rv_00172	gene	1212	caiA_1			
H37Rv_00172	CDS	1212	caiA_1	1.3.8.13		Crotonobetainyl-CoA reductase
H37Rv_00173	gene	1101	pntAA			
H37Rv_00173	CDS	1101	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
H37Rv_00174	gene	333				
H37Rv_00174	CDS	333				hypothetical protein
H37Rv_00175	gene	1428	pntB			
H37Rv_00175	CDS	1428	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
H37Rv_00176	gene	126				
H37Rv_00176	CDS	126				hypothetical protein
H37Rv_00177	gene	645	kstR2_1			
H37Rv_00177	CDS	645	kstR2_1			HTH-type transcriptional repressor KstR2
H37Rv_00178	gene	1407	PE3_1			
H37Rv_00178	CDS	1407	PE3_1			PE family protein PE3
H37Rv_00179	gene	1509	PE3_2			
H37Rv_00179	CDS	1509	PE3_2			PE family protein PE3
H37Rv_00180	gene	1350				
H37Rv_00180	CDS	1350		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
H37Rv_00181	gene	1119	adhB_1			
H37Rv_00181	CDS	1119	adhB_1	1.1.1.1	COG1062	Alcohol dehydrogenase B
H37Rv_00182	gene	456				
H37Rv_00182	CDS	456				hypothetical protein
H37Rv_00183	gene	441				
H37Rv_00183	CDS	441				hypothetical protein
H37Rv_00184	gene	816				
H37Rv_00184	CDS	816				hypothetical protein
H37Rv_00185	gene	1665				
H37Rv_00185	CDS	1665		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
H37Rv_00186	gene	798				
H37Rv_00186	CDS	798				hypothetical protein
H37Rv_00187	gene	870				
H37Rv_00187	CDS	870				hypothetical protein
H37Rv_00188	gene	1365				
H37Rv_00188	CDS	1365				hypothetical protein
H37Rv_00189	gene	1041				
H37Rv_00189	CDS	1041				hypothetical protein
H37Rv_00190	gene	1548				
H37Rv_00190	CDS	1548				hypothetical protein
H37Rv_00191	gene	1593				
H37Rv_00191	CDS	1593				hypothetical protein
H37Rv_00192	gene	1173	lprN_1			
H37Rv_00192	CDS	1173	lprN_1			Lipoprotein LprN
H37Rv_00193	gene	1548				
H37Rv_00193	CDS	1548				hypothetical protein
H37Rv_00194	gene	708				
H37Rv_00194	CDS	708				hypothetical protein
H37Rv_00195	gene	969				
H37Rv_00195	CDS	969				hypothetical protein
H37Rv_00196	gene	555				
H37Rv_00196	CDS	555				hypothetical protein
H37Rv_00197	gene	735				
H37Rv_00197	CDS	735				hypothetical protein
H37Rv_00198	gene	1110				
H37Rv_00198	CDS	1110				hypothetical protein
H37Rv_00199	gene	1359				
H37Rv_00199	CDS	1359				hypothetical protein
H37Rv_00200	gene	735				
H37Rv_00200	CDS	735		1.13.11.24	COG1741	Putative quercetin 2,3-dioxygenase
H37Rv_00201	gene	999	sigG			
H37Rv_00201	CDS	999	sigG		COG1595	ECF RNA polymerase sigma factor SigG
H37Rv_00202	gene	897				
H37Rv_00202	CDS	897		3.1.1.23	COG2267	Monoacylglycerol lipase
H37Rv_00203	gene	750				
H37Rv_00203	CDS	750				hypothetical protein
H37Rv_00204	gene	510				
H37Rv_00204	CDS	510				hypothetical protein
H37Rv_00205	gene	2076	bglB			
H37Rv_00205	CDS	2076	bglB	3.2.1.21	COG1472	Thermostable beta-glucosidase B
H37Rv_00206	gene	147	mymT			
H37Rv_00206	CDS	147	mymT			Metallothionein
H37Rv_00207	gene	657				
H37Rv_00207	CDS	657		2.1.1.6	COG4122	Catechol O-methyltransferase
H37Rv_00208	gene	432				
H37Rv_00208	CDS	432				hypothetical protein
H37Rv_00209	gene	1728	ilvD			
H37Rv_00209	CDS	1728	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
H37Rv_00210	gene	291	ricR			
H37Rv_00210	CDS	291	ricR		COG1937	Copper-sensing transcriptional repressor RicR
H37Rv_00211	gene	1242				
H37Rv_00211	CDS	1242			COG2814	Chloramphenicol efflux pump
H37Rv_00212	gene	1059				
H37Rv_00212	CDS	1059		2.3.2.-	COG1376	L,D-transpeptidase 4
H37Rv_00213	gene	1827				
H37Rv_00213	CDS	1827				hypothetical protein
H37Rv_00214	gene	120				
H37Rv_00214	CDS	120				hypothetical protein
H37Rv_00215	gene	3585				
H37Rv_00215	CDS	3585		3.6.3.-		Multidrug efflux ATP-binding/permease protein
H37Rv_00216	gene	768				
H37Rv_00216	CDS	768				hypothetical protein
H37Rv_00217	gene	585				
H37Rv_00217	CDS	585			COG1309	putative HTH-type transcriptional regulator
H37Rv_00218	gene	2247	napA			
H37Rv_00218	CDS	2247	napA	1.9.6.1		Periplasmic nitrate reductase
H37Rv_00219	gene	1992	pepO			
H37Rv_00219	CDS	1992	pepO	3.4.24.-	COG3590	Neutral endopeptidase
H37Rv_00220	gene	660				
H37Rv_00220	CDS	660				hypothetical protein
H37Rv_00221	gene	690				
H37Rv_00221	CDS	690				hypothetical protein
H37Rv_00222	gene	504				
H37Rv_00222	CDS	504				hypothetical protein
H37Rv_00223	gene	2898				
H37Rv_00223	CDS	2898			COG2409	Heme uptake protein MmpL11
H37Rv_00224	gene	411				
H37Rv_00224	CDS	411				Heme-binding protein
H37Rv_00225	gene	1284				
H37Rv_00225	CDS	1284				hypothetical protein
H37Rv_00226	gene	1104				
H37Rv_00226	CDS	1104			COG0628	Putative transport protein
H37Rv_00227	gene	2835	mmpL3_1			
H37Rv_00227	CDS	2835	mmpL3_1		COG2409	Trehalose monomycolate exporter MmpL3
H37Rv_00228	gene	735				
H37Rv_00228	CDS	735				hypothetical protein
H37Rv_00229	gene	594	trmB			
H37Rv_00229	CDS	594	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
H37Rv_00230	gene	1086				
H37Rv_00230	CDS	1086				hypothetical protein
H37Rv_00231	gene	1479				
H37Rv_00231	CDS	1479				hypothetical protein
H37Rv_00232	gene	1821	pckG			
H37Rv_00232	CDS	1821	pckG	4.1.1.32	COG1274	Phosphoenolpyruvate carboxykinase [GTP]
H37Rv_00233	gene	972	nadR			
H37Rv_00233	CDS	972	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
H37Rv_00234	gene	1317				
H37Rv_00234	CDS	1317				hypothetical protein
H37Rv_00235	gene	1518				
H37Rv_00235	CDS	1518		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
H37Rv_00236	gene	1167	mmgC_1			
H37Rv_00236	CDS	1167	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
H37Rv_00237	gene	1014	mch			
H37Rv_00237	CDS	1014	mch	4.2.1.148	COG2030	Beta-methylmalyl-CoA dehydratase
H37Rv_00238	gene	909	aes_1			
H37Rv_00238	CDS	909	aes_1	3.1.1.-		Acetyl esterase
H37Rv_00239	gene	1329				
H37Rv_00239	CDS	1329				hypothetical protein
H37Rv_00240	gene	549				
H37Rv_00240	CDS	549				hypothetical protein
H37Rv_00241	gene	1212				
H37Rv_00241	CDS	1212				hypothetical protein
H37Rv_00242	gene	774				
H37Rv_00242	CDS	774		2.3.1.20		Putative diacyglycerol O-acyltransferase
H37Rv_00243	gene	1158	geoB			
H37Rv_00243	CDS	1158	geoB	1.2.1.86		Geranial dehydrogenase
H37Rv_00244	gene	765				
H37Rv_00244	CDS	765		2.1.1.-		putative methyltransferase
H37Rv_00245	gene	1155	mshA_1			
H37Rv_00245	CDS	1155	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
H37Rv_00246	gene	1731				
H37Rv_00246	CDS	1731				hypothetical protein
H37Rv_00247	gene	1281	porA			
H37Rv_00247	CDS	1281	porA			Porin PorA
H37Rv_00248	gene	1299				
H37Rv_00248	CDS	1299				hypothetical protein
H37Rv_00249	gene	414				
H37Rv_00249	CDS	414		3.1.-.-	COG1487	Ribonuclease VapC51
H37Rv_00250	gene	195				
H37Rv_00250	CDS	195				Putative antitoxin VapB51
H37Rv_00251	gene	981	php			
H37Rv_00251	CDS	981	php		COG1735	Phosphotriesterase homology protein
H37Rv_00252	gene	1707				
H37Rv_00252	CDS	1707				hypothetical protein
H37Rv_00253	gene	690				
H37Rv_00253	CDS	690				hypothetical protein
H37Rv_00254	gene	945	nrdB			
H37Rv_00254	CDS	945	nrdB	1.-.-.-	COG0208	R2-like ligand binding oxidase
H37Rv_00255	gene	1374	gabD1			
H37Rv_00255	CDS	1374	gabD1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] 1
H37Rv_00256	gene	1449				
H37Rv_00256	CDS	1449				hypothetical protein
H37Rv_00257	gene	4203	aftD			
H37Rv_00257	CDS	4203	aftD	2.4.2.47		Alpha-(1->3)-arabinofuranosyltransferase
H37Rv_00258	gene	174				
H37Rv_00258	CDS	174				Putative secreted protein.1
H37Rv_00259	gene	1167	lpqI			
H37Rv_00259	CDS	1167	lpqI	3.2.1.52	COG1472	Beta-hexosaminidase LpqI
H37Rv_00260	gene	567				
H37Rv_00260	CDS	567				hypothetical protein
H37Rv_00261	gene	234				
H37Rv_00261	CDS	234				hypothetical protein
H37Rv_00262	gene	438				
H37Rv_00262	CDS	438		3.1.-.-	COG1848	Ribonuclease VapC24
H37Rv_00263	gene	843				
H37Rv_00263	CDS	843				hypothetical protein
H37Rv_00264	gene	1365	hcaB_1			
H37Rv_00264	CDS	1365	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
H37Rv_00265	gene	1323	fadI			
H37Rv_00265	CDS	1323	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
H37Rv_00266	gene	1836				
H37Rv_00266	CDS	1836		1.3.8.1	COG1960	Butyryl-CoA dehydrogenase
H37Rv_00267	gene	489				
H37Rv_00267	CDS	489		1.5.1.37		Flavin reductase
H37Rv_00268	gene	1311				
H37Rv_00268	CDS	1311				hypothetical protein
H37Rv_00269	gene	747	frdB			
H37Rv_00269	CDS	747	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
H37Rv_00270	gene	1941	sdhA_1			
