locus_tag	ftype	length_bp	gene	EC_number	COG	product
SGL03_00020	CDS	1410	rodA		COG0772	putative FtsW-like protein
SGL03_00021	gene	1560	pstP			
SGL03_00021	CDS	1560	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
SGL03_00022	gene	468	fhaB			
SGL03_00022	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
SGL03_00023	gene	1599	fhaA			
SGL03_00023	CDS	1599	fhaA		COG1716	FHA domain-containing protein FhaA
SGL03_00024	gene	1335				
SGL03_00024	CDS	1335				IS256 family transposase IS2606
SGL03_00025	gene	84				
SGL03_00025	tRNA	84				tRNA-Leu(cag)
SGL03_00026	gene	744				
SGL03_00026	CDS	744				hypothetical protein
SGL03_00027	gene	675				
SGL03_00027	CDS	675		1.-.-.-		putative oxidoreductase
SGL03_00028	gene	753				
SGL03_00028	CDS	753				hypothetical protein
SGL03_00029	gene	525	osmX			
SGL03_00029	CDS	525	osmX		COG1732	Osmoprotectant-binding protein OsmX
SGL03_00030	gene	459				
SGL03_00030	CDS	459				hypothetical protein
SGL03_00031	gene	315	opuCB			
SGL03_00031	CDS	315	opuCB		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCB
SGL03_00032	gene	234				
SGL03_00032	CDS	234				hypothetical protein
SGL03_00033	gene	1200	opuCA			
SGL03_00033	CDS	1200	opuCA		COG1125	Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA
SGL03_00034	gene	669	opuBB_1			
SGL03_00034	CDS	669	opuBB_1		COG1174	Choline transport system permease protein OpuBB
SGL03_00035	gene	408				
SGL03_00035	CDS	408				hypothetical protein
SGL03_00036	gene	948				
SGL03_00036	CDS	948				hypothetical protein
SGL03_00037	gene	1314	nrgA			
SGL03_00037	CDS	1314	nrgA			Ammonium transporter
SGL03_00038	gene	300				
SGL03_00038	CDS	300				hypothetical protein
SGL03_00039	gene	876				
SGL03_00039	CDS	876				hypothetical protein
SGL03_00040	gene	417	whiB5			
SGL03_00040	CDS	417	whiB5			Transcriptional regulator WhiB5
SGL03_00041	gene	792				
SGL03_00041	CDS	792			COG1396	putative HTH-type transcriptional regulator
SGL03_00042	gene	828				
SGL03_00042	CDS	828				hypothetical protein
SGL03_00043	gene	381				
SGL03_00043	CDS	381				putative protein
SGL03_00044	gene	1266				
SGL03_00044	CDS	1266				hypothetical protein
SGL03_00045	gene	318				
SGL03_00045	CDS	318				hypothetical protein
SGL03_00046	gene	405				
SGL03_00046	CDS	405				hypothetical protein
SGL03_00047	gene	1107				
SGL03_00047	CDS	1107				hypothetical protein
SGL03_00048	gene	318				
SGL03_00048	CDS	318				putative protein
SGL03_00049	gene	183				
SGL03_00049	CDS	183				hypothetical protein
SGL03_00050	gene	774				
SGL03_00050	CDS	774				putative protein
SGL03_00051	gene	1293				
SGL03_00051	CDS	1293			COG0477	putative MFS-type transporter
SGL03_00052	gene	540				
SGL03_00052	CDS	540				hypothetical protein
SGL03_00053	gene	1041				
SGL03_00053	CDS	1041				hypothetical protein
SGL03_00054	gene	351				
SGL03_00054	CDS	351				hypothetical protein
SGL03_00055	gene	1134				
SGL03_00055	CDS	1134				hypothetical protein
SGL03_00056	gene	3012	leuS			
SGL03_00056	CDS	3012	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
SGL03_00057	gene	666				
SGL03_00057	CDS	666		1.-.-.-	COG4221	putative oxidoreductase
SGL03_00058	gene	504				
SGL03_00058	CDS	504				hypothetical protein
SGL03_00059	gene	267	tcyC			
SGL03_00059	CDS	267	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
SGL03_00060	gene	501	glnQ			
SGL03_00060	CDS	501	glnQ			Glutamine transport ATP-binding protein GlnQ
SGL03_00061	gene	489	glnM			
SGL03_00061	CDS	489	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
SGL03_00062	gene	1287				
SGL03_00062	CDS	1287				hypothetical protein
SGL03_00063	gene	765				
SGL03_00063	CDS	765			COG1802	putative HTH-type transcriptional regulator
SGL03_00064	gene	798	rutA_1			
SGL03_00064	CDS	798	rutA_1	1.14.99.46		Pyrimidine monooxygenase RutA
SGL03_00065	gene	930	menH_1			
SGL03_00065	CDS	930	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
SGL03_00066	gene	1119	ino1			
SGL03_00066	CDS	1119	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
SGL03_00067	gene	543				
SGL03_00067	CDS	543				hypothetical protein
SGL03_00068	gene	939				
SGL03_00068	CDS	939				putative protein
SGL03_00069	gene	435				
SGL03_00069	CDS	435				putative protein
SGL03_00070	gene	2073	ponA1_1			
SGL03_00070	CDS	2073	ponA1_1		COG0744	Penicillin-binding protein 1A
SGL03_00071	gene	1641				
SGL03_00071	CDS	1641				hypothetical protein
SGL03_00072	gene	639	inhA_1			
SGL03_00072	CDS	639	inhA_1	4.2.1.103		Isonitrile hydratase
SGL03_00073	gene	291	rpsF			
SGL03_00073	CDS	291	rpsF		COG0360	30S ribosomal protein S6
SGL03_00074	gene	516	ssb			
SGL03_00074	CDS	516	ssb		COG0629	Single-stranded DNA-binding protein
SGL03_00075	gene	255	rpsR1			
SGL03_00075	CDS	255	rpsR1		COG0238	30S ribosomal protein S18 1
SGL03_00076	gene	459	rplI			
SGL03_00076	CDS	459	rplI		COG0359	50S ribosomal protein L9
SGL03_00077	gene	1383	dnaB			
SGL03_00077	CDS	1383	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
SGL03_00078	gene	645				
SGL03_00078	CDS	645				hypothetical protein
SGL03_00079	gene	780	rutD_1			
SGL03_00079	CDS	780	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
SGL03_00080	gene	438				
SGL03_00080	CDS	438				hypothetical protein
SGL03_00081	gene	1329				
SGL03_00081	CDS	1329				hypothetical protein
SGL03_00082	gene	615				
SGL03_00082	CDS	615				hypothetical protein
SGL03_00083	gene	336				
SGL03_00083	CDS	336				putative protein
SGL03_00084	gene	930				
SGL03_00084	CDS	930				hypothetical protein
SGL03_00085	gene	555	mdtD_1			
SGL03_00085	CDS	555	mdtD_1			Putative multidrug resistance protein MdtD
SGL03_00086	gene	288	mmpL4_1			
SGL03_00086	CDS	288	mmpL4_1		COG2409	Siderophore exporter MmpL4
SGL03_00087	gene	585				
SGL03_00087	CDS	585				hypothetical protein
SGL03_00088	gene	387				
SGL03_00088	CDS	387				hypothetical protein
SGL03_00089	gene	936				
SGL03_00089	CDS	936				hypothetical protein
SGL03_00090	gene	306				
SGL03_00090	CDS	306				hypothetical protein
SGL03_00091	gene	417				
SGL03_00091	CDS	417				hypothetical protein
SGL03_00092	gene	1236				
SGL03_00092	CDS	1236				hypothetical protein
SGL03_00093	gene	1248				
SGL03_00093	CDS	1248				hypothetical protein
SGL03_00094	gene	831				
SGL03_00094	CDS	831				hypothetical protein
SGL03_00095	gene	930	glfT1			
SGL03_00095	CDS	930	glfT1	2.4.1.287	COG1216	Galactofuranosyltransferase GlfT1
SGL03_00096	gene	843	btuD_1			
SGL03_00096	CDS	843	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
SGL03_00097	gene	534	bpa			
SGL03_00097	CDS	534	bpa			Bacterial proteasome activator
SGL03_00098	gene	1968				
SGL03_00098	CDS	1968				hypothetical protein
SGL03_00099	gene	1197				
SGL03_00099	CDS	1197			COG0520	putative protein
SGL03_00100	gene	993				
SGL03_00100	CDS	993		1.3.1.103		2-haloacrylate reductase
SGL03_00101	gene	90				
SGL03_00101	tRNA	90				tRNA-Ser(tga)
SGL03_00102	gene	144				
SGL03_00102	CDS	144				hypothetical protein
SGL03_00103	gene	915				
SGL03_00103	CDS	915				putative PPE family protein PPE42
SGL03_00104	gene	1302				
SGL03_00104	CDS	1302				hypothetical protein
SGL03_00105	gene	1041				
SGL03_00105	CDS	1041				IS256 family transposase IS2606
SGL03_00106	gene	960				
SGL03_00106	CDS	960				hypothetical protein
SGL03_00107	gene	318				
SGL03_00107	CDS	318				hypothetical protein
SGL03_00108	gene	867				
SGL03_00108	CDS	867				hypothetical protein
SGL03_00109	gene	600				
SGL03_00109	CDS	600				hypothetical protein
SGL03_00110	gene	1035	fba			
SGL03_00110	CDS	1035	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
SGL03_00111	gene	693				
SGL03_00111	CDS	693			COG0586	putative membrane protein
SGL03_00112	gene	1116				
SGL03_00112	CDS	1116				hypothetical protein
SGL03_00113	gene	510	cya_1			
SGL03_00113	CDS	510	cya_1	4.6.1.1	COG2114	Adenylate cyclase
SGL03_00114	gene	819	cya_2			
SGL03_00114	CDS	819	cya_2	4.6.1.1	COG2114	Adenylate cyclase
SGL03_00115	gene	990				
SGL03_00115	CDS	990				hypothetical protein
SGL03_00116	gene	315				
SGL03_00116	CDS	315				hypothetical protein
SGL03_00117	gene	993	eutB_1			
SGL03_00117	CDS	993	eutB_1	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
SGL03_00118	gene	444	eutB_2			
SGL03_00118	CDS	444	eutB_2	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
SGL03_00119	gene	774	eutC			
SGL03_00119	CDS	774	eutC	4.3.1.7		Ethanolamine ammonia-lyase light chain
SGL03_00120	gene	1206				
SGL03_00120	CDS	1206				hypothetical protein
SGL03_00121	gene	675				
SGL03_00121	CDS	675				hypothetical protein
SGL03_00122	gene	879				
SGL03_00122	CDS	879				hypothetical protein
SGL03_00123	gene	591				
SGL03_00123	CDS	591				hypothetical protein
SGL03_00124	gene	774				
SGL03_00124	CDS	774				hypothetical protein
SGL03_00125	gene	2391	cutL			
SGL03_00125	CDS	2391	cutL	1.2.5.3		Carbon monoxide dehydrogenase large chain
SGL03_00126	gene	483	coxS_1			
SGL03_00126	CDS	483	coxS_1	1.2.5.3		Carbon monoxide dehydrogenase small chain
SGL03_00127	gene	603	cutM			
SGL03_00127	CDS	603	cutM	1.2.5.3		Carbon monoxide dehydrogenase medium chain
SGL03_00128	gene	378				
SGL03_00128	CDS	378				hypothetical protein
SGL03_00129	gene	624				
SGL03_00129	CDS	624				hypothetical protein
SGL03_00130	gene	966				
SGL03_00130	CDS	966			COG0583	putative HTH-type transcriptional regulator
SGL03_00131	gene	201	secE2			
SGL03_00131	CDS	201	secE2		COG3360	Calcium dodecin
SGL03_00132	gene	645	trmH			
SGL03_00132	CDS	645	trmH	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
SGL03_00133	gene	894				
SGL03_00133	CDS	894				hypothetical protein
SGL03_00134	gene	540	pyrE_1			
SGL03_00134	CDS	540	pyrE_1	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
SGL03_00135	gene	774				
SGL03_00135	CDS	774				hypothetical protein
SGL03_00136	gene	855				
SGL03_00136	CDS	855				hypothetical protein
SGL03_00137	gene	831	crt_1			
SGL03_00137	CDS	831	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
SGL03_00138	gene	2547	clpB			
SGL03_00138	CDS	2547	clpB		COG0542	Chaperone protein ClpB
SGL03_00139	gene	1182	hmp_1			
SGL03_00139	CDS	1182	hmp_1	1.14.12.17		Flavohemoprotein
SGL03_00140	gene	891				
SGL03_00140	CDS	891				hypothetical protein
SGL03_00141	gene	1302				
SGL03_00141	CDS	1302				hypothetical protein
SGL03_00142	gene	132				
SGL03_00142	CDS	132				hypothetical protein
SGL03_00143	gene	1335				
SGL03_00143	CDS	1335				IS256 family transposase IS2606
SGL03_00144	gene	132				
SGL03_00144	CDS	132				hypothetical protein
SGL03_00145	gene	1449				
SGL03_00145	CDS	1449				hypothetical protein
SGL03_00146	gene	366				
SGL03_00146	CDS	366				putative PPE family protein PPE38
SGL03_00147	gene	783				
SGL03_00147	CDS	783				putative PPE family protein PPE38
SGL03_00148	gene	1065	betI_1			
SGL03_00148	CDS	1065	betI_1			HTH-type transcriptional regulator BetI
SGL03_00149	gene	195				
SGL03_00149	CDS	195				hypothetical protein
SGL03_00150	gene	843	calA_1			
SGL03_00150	CDS	843	calA_1	1.1.1.194		Coniferyl-alcohol dehydrogenase
SGL03_00151	gene	651	yhfK			
SGL03_00151	CDS	651	yhfK	4.-.-.-	COG0702	putative sugar epimerase YhfK
SGL03_00152	gene	2292	metE			
SGL03_00152	CDS	2292	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
SGL03_00153	gene	1722				
SGL03_00153	CDS	1722				hypothetical protein
SGL03_00154	gene	510				
SGL03_00154	CDS	510				hypothetical protein
SGL03_00155	gene	1566	ppdK			
SGL03_00155	CDS	1566	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
SGL03_00156	gene	606				
SGL03_00156	CDS	606				hypothetical protein
SGL03_00157	gene	378				
SGL03_00157	CDS	378				hypothetical protein
SGL03_00158	gene	846				
SGL03_00158	CDS	846				hypothetical protein
SGL03_00159	gene	906	ephA_1			
SGL03_00159	CDS	906	ephA_1	3.3.2.10		Epoxide hydrolase A
SGL03_00160	gene	102				
SGL03_00160	CDS	102				hypothetical protein
SGL03_00161	gene	249				
SGL03_00161	CDS	249				hypothetical protein
SGL03_00162	gene	504	betI_2			
SGL03_00162	CDS	504	betI_2			HTH-type transcriptional regulator BetI
SGL03_00163	gene	477				
SGL03_00163	CDS	477				hypothetical protein
SGL03_00164	gene	867	menH_2			
SGL03_00164	CDS	867	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
SGL03_00165	gene	1023				
SGL03_00165	CDS	1023		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
SGL03_00166	gene	1017	zwf1			
SGL03_00166	CDS	1017	zwf1	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 1
SGL03_00167	gene	834				
SGL03_00167	CDS	834				hypothetical protein
SGL03_00168	gene	165				
SGL03_00168	CDS	165				hypothetical protein
SGL03_00169	gene	702				
SGL03_00169	CDS	702				hypothetical protein
SGL03_00170	gene	330				
SGL03_00170	CDS	330				hypothetical protein
SGL03_00171	gene	447				
SGL03_00171	CDS	447				hypothetical protein
SGL03_00172	gene	240				
SGL03_00172	CDS	240				hypothetical protein
SGL03_00173	gene	1521				
SGL03_00173	CDS	1521		1.13.11.-	COG3670	Carotenoid cleavage oxygenase
SGL03_00174	gene	474				
SGL03_00174	CDS	474				hypothetical protein
SGL03_00175	gene	435				
SGL03_00175	CDS	435				hypothetical protein
SGL03_00176	gene	774				
SGL03_00176	CDS	774			COG3324	Putative glyoxylase CFP32
SGL03_00177	gene	531				
SGL03_00177	CDS	531				hypothetical protein
SGL03_00178	gene	645				
SGL03_00178	CDS	645				hypothetical protein
SGL03_00179	gene	447				
SGL03_00179	CDS	447				Toxin
SGL03_00180	gene	189				
SGL03_00180	CDS	189				Antitoxin
SGL03_00181	gene	1212				
SGL03_00181	CDS	1212				hypothetical protein
SGL03_00182	gene	1332				
SGL03_00182	CDS	1332				IS256 family transposase IS2606
SGL03_00183	gene	255				
SGL03_00183	CDS	255				IS256 family transposase IS2606
SGL03_00184	gene	1302				
SGL03_00184	CDS	1302				hypothetical protein
SGL03_00185	gene	1080	ychF			
SGL03_00185	CDS	1080	ychF		COG0012	Ribosome-binding ATPase YchF
SGL03_00186	gene	1194				
SGL03_00186	CDS	1194				hypothetical protein
SGL03_00187	gene	1047	ispH2			
SGL03_00187	CDS	1047	ispH2	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2
SGL03_00188	gene	552				
SGL03_00188	CDS	552				putative protein
SGL03_00189	gene	1248	xseA			
SGL03_00189	CDS	1248	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
SGL03_00190	gene	249	xseB			
SGL03_00190	CDS	249	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
SGL03_00191	gene	1083				
SGL03_00191	CDS	1083			COG0451	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase
SGL03_00192	gene	258				
SGL03_00192	CDS	258				hypothetical protein
SGL03_00193	gene	267				
SGL03_00193	CDS	267				hypothetical protein
SGL03_00194	gene	1302				
SGL03_00194	CDS	1302				hypothetical protein
SGL03_00195	gene	1185	pnbA_1			
SGL03_00195	CDS	1185	pnbA_1	3.1.1.-	COG2272	Para-nitrobenzyl esterase
SGL03_00196	gene	1158				
SGL03_00196	CDS	1158			COG0628	Putative transport protein
SGL03_00197	gene	801				
SGL03_00197	CDS	801				hypothetical protein
SGL03_00198	gene	582				
SGL03_00198	CDS	582				hypothetical protein
SGL03_00199	gene	1089	glpX			
SGL03_00199	CDS	1089	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
SGL03_00200	gene	1431	fumC			
SGL03_00200	CDS	1431	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
SGL03_00201	gene	993				
SGL03_00201	CDS	993				hypothetical protein
SGL03_00202	gene	510				
SGL03_00202	CDS	510			COG2114	putative protein
SGL03_00203	gene	1047				
SGL03_00203	CDS	1047				hypothetical protein
SGL03_00204	gene	876				
SGL03_00204	CDS	876				hypothetical protein
SGL03_00205	gene	888				
SGL03_00205	CDS	888				hypothetical protein
SGL03_00206	gene	420				
SGL03_00206	CDS	420				hypothetical protein
SGL03_00207	gene	906	desA2			
SGL03_00207	CDS	906	desA2	1.14.19.-		Putative acyl-[acyl-carrier-protein] desaturase DesA2
SGL03_00208	gene	1416	glyA1			
SGL03_00208	CDS	1416	glyA1	2.1.2.1	COG0112	Serine hydroxymethyltransferase 1
SGL03_00209	gene	939	coaA			
SGL03_00209	CDS	939	coaA	2.7.1.33	COG1072	Pantothenate kinase
SGL03_00210	gene	630				
SGL03_00210	CDS	630				hypothetical protein
SGL03_00211	gene	645				
SGL03_00211	CDS	645				hypothetical protein
SGL03_00212	gene	414				
SGL03_00212	CDS	414				hypothetical protein
SGL03_00213	gene	1368				
SGL03_00213	CDS	1368				hypothetical protein
SGL03_00214	gene	816				
SGL03_00214	CDS	816		2.5.1.68	COG0020	(2Z,6E)-farnesyl diphosphate synthase
SGL03_00215	gene	750				
SGL03_00215	CDS	750				hypothetical protein
SGL03_00216	gene	384	ksi			
SGL03_00216	CDS	384	ksi	5.3.3.1		Steroid Delta-isomerase
SGL03_00217	gene	2025				
SGL03_00217	CDS	2025				hypothetical protein
SGL03_00218	gene	300				
SGL03_00218	CDS	300				hypothetical protein
SGL03_00219	gene	873	mca			
SGL03_00219	CDS	873	mca	3.5.1.115	COG2120	Mycothiol S-conjugate amidase
SGL03_00220	gene	435				
SGL03_00220	CDS	435				hypothetical protein
SGL03_00221	gene	495	greA			
SGL03_00221	CDS	495	greA		COG0782	Transcription elongation factor GreA
SGL03_00222	gene	1167	metB			
SGL03_00222	CDS	1167	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
SGL03_00223	gene	441	pra			
SGL03_00223	CDS	441	pra		COG1714	Proline-rich antigen 
SGL03_00224	gene	1404	cbs			
SGL03_00224	CDS	1404	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
SGL03_00225	gene	774	lipF			
SGL03_00225	CDS	774	lipF	3.1.1.1		Carboxylesterase LipF
SGL03_00226	gene	957				
SGL03_00226	CDS	957				hypothetical protein
SGL03_00227	gene	1218	fadA_1			
SGL03_00227	CDS	1218	fadA_1	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
SGL03_00228	gene	843				
SGL03_00228	CDS	843				hypothetical protein
SGL03_00229	gene	1050	caiD_1			
SGL03_00229	CDS	1050	caiD_1	4.2.1.149		Carnitinyl-CoA dehydratase
SGL03_00230	gene	774	echA8_1			
SGL03_00230	CDS	774	echA8_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
SGL03_00231	gene	1797				
SGL03_00231	CDS	1797				hypothetical protein
SGL03_00232	gene	1911				
SGL03_00232	CDS	1911				hypothetical protein
SGL03_00233	gene	1254				
SGL03_00233	CDS	1254				hypothetical protein
SGL03_00234	gene	1302				
SGL03_00234	CDS	1302				hypothetical protein
SGL03_00235	gene	882				
SGL03_00235	CDS	882		1.8.3.7	COG1262	Formylglycine-generating enzyme
SGL03_00236	gene	897				
SGL03_00236	CDS	897				hypothetical protein
SGL03_00237	gene	1551				
SGL03_00237	CDS	1551				hypothetical protein
SGL03_00238	gene	816				
SGL03_00238	CDS	816				hypothetical protein
SGL03_00239	gene	1632	dmdB			
SGL03_00239	CDS	1632	dmdB	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
SGL03_00240	gene	1200				
SGL03_00240	CDS	1200				hypothetical protein
SGL03_00241	gene	1302				
SGL03_00241	CDS	1302				hypothetical protein
SGL03_00242	gene	2376	ctpE			
SGL03_00242	CDS	2376	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
SGL03_00243	gene	798				
SGL03_00243	CDS	798				hypothetical protein
SGL03_00244	gene	738				
SGL03_00244	CDS	738				hypothetical protein
SGL03_00245	gene	1119				
SGL03_00245	CDS	1119			COG2220	putative protein
SGL03_00246	gene	732	echA6			
SGL03_00246	CDS	732	echA6	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA6
SGL03_00247	gene	1482	accD3			
SGL03_00247	CDS	1482	accD3	6.4.1.2	COG0777	Putative acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
SGL03_00248	gene	1500	stp_1			
SGL03_00248	CDS	1500	stp_1			Multidrug resistance protein Stp
SGL03_00249	gene	1263	kbl			
SGL03_00249	CDS	1263	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
SGL03_00250	gene	945	cysM			
SGL03_00250	CDS	945	cysM	2.5.1.113	COG0031	O-phosphoserine sulfhydrylase
SGL03_00251	gene	225				
SGL03_00251	CDS	225				hypothetical protein
SGL03_00252	gene	561				
SGL03_00252	CDS	561				hypothetical protein
SGL03_00253	gene	432				
SGL03_00253	CDS	432				hypothetical protein
SGL03_00254	gene	612				
SGL03_00254	CDS	612				hypothetical protein
SGL03_00255	gene	126				
SGL03_00255	CDS	126		1.3.99.-	COG3573	KsdD-like steroid dehydrogenase
SGL03_00256	gene	1380				
SGL03_00256	CDS	1380		1.3.99.-	COG3573	KsdD-like steroid dehydrogenase
SGL03_00257	gene	711	prrA			
SGL03_00257	CDS	711	prrA			Transcriptional regulatory protein PrrA
SGL03_00258	gene	1344	prrB			
SGL03_00258	CDS	1344	prrB	2.7.13.3	COG0642	Sensor-type histidine kinase PrrB
SGL03_00259	gene	336				
SGL03_00259	CDS	336				hypothetical protein
SGL03_00260	gene	279				
SGL03_00260	CDS	279				hypothetical protein
SGL03_00261	gene	225				
SGL03_00261	CDS	225				hypothetical protein
SGL03_00262	gene	999	arfA			
SGL03_00262	CDS	999	arfA		COG2885	Peptidoglycan-binding protein ArfA
SGL03_00263	gene	264				
SGL03_00263	CDS	264				putative protein
SGL03_00264	gene	1575				
SGL03_00264	CDS	1575			COG1233	putative protein
SGL03_00265	gene	1296	gltA2			
SGL03_00265	CDS	1296	gltA2	2.3.3.16	COG0372	Citrate synthase 1
SGL03_00266	gene	1470				
SGL03_00266	CDS	1470		1.14.13.-	COG2072	putative monooxygenase
SGL03_00267	gene	489	pdxH			
SGL03_00267	CDS	489	pdxH	1.4.3.5	COG0259	Pyridoxine 5'-phosphate oxidase
SGL03_00268	gene	930				
SGL03_00268	CDS	930				hypothetical protein
SGL03_00269	gene	855	citA			
SGL03_00269	CDS	855	citA	2.3.3.16	COG0372	Putative citrate synthase 2
SGL03_00270	gene	399	spmT_1			
SGL03_00270	CDS	399	spmT_1	3.1.4.12		Sphingomyelinase
SGL03_00271	gene	1302				
SGL03_00271	CDS	1302				hypothetical protein
SGL03_00272	gene	918				
SGL03_00272	CDS	918				IS256 family transposase IS2606
SGL03_00273	gene	897	spmT_2			
SGL03_00273	CDS	897	spmT_2	3.1.4.12		Sphingomyelinase
SGL03_00274	gene	459				
SGL03_00274	CDS	459			COG2764	putative protein
SGL03_00275	gene	1686	fprB			
SGL03_00275	CDS	1686	fprB	1.18.1.2	COG0493	putative ferredoxin/ferredoxin--NADP reductase
SGL03_00276	gene	1026				
SGL03_00276	CDS	1026				putative protein
SGL03_00277	gene	1299	serC			
SGL03_00277	CDS	1299	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
SGL03_00278	gene	792				
SGL03_00278	CDS	792				putative protein
SGL03_00279	gene	288				
SGL03_00279	CDS	288				hypothetical protein
SGL03_00280	gene	840	rlmB			
SGL03_00280	CDS	840	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
SGL03_00281	gene	384				
SGL03_00281	CDS	384			COG1846	putative HTH-type transcriptional regulator
SGL03_00282	gene	282				
SGL03_00282	CDS	282				hypothetical protein
SGL03_00283	gene	456				
SGL03_00283	CDS	456				hypothetical protein
SGL03_00284	gene	804				
SGL03_00284	CDS	804				putative protein
SGL03_00285	gene	1677				
SGL03_00285	CDS	1677			COG0477	putative protein
SGL03_00286	gene	489				
SGL03_00286	CDS	489				putative protein
SGL03_00287	gene	855				
SGL03_00287	CDS	855				hypothetical protein
SGL03_00288	gene	912	yqjG			
SGL03_00288	CDS	912	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
SGL03_00289	gene	1953				
SGL03_00289	CDS	1953		1.3.-.-	COG1960	putative acyl-CoA dehydrogenase FadE10
SGL03_00290	gene	405				
SGL03_00290	CDS	405				hypothetical protein
